"Accident_Index","Location_Easting_OSGR ","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_(District)","Local_Authority_(Highway)","1st_Road_Class","1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","2nd_Road_Class","2nd_Road_Number","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location"
"2009120060044","464390","453710","-1.019752","53.975453000000002","12","3","1","1","2009-04-11","7","09:30:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013419"
"2009120060288","463920","449310","-1.0278369999999999","53.935969999999998","12","3","1","1","2009-04-11","7","18:08:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013378"
"2009120060399","459810","452510","-1.089807","53.965218","12","2","2","5","2009-04-11","7","20:40:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013344"
"2009120061660","457100","451400","-1.1313169999999999","53.955548999999998","12","2","2","2","2009-04-13","2","20:25:00.0000000","189","E06000014","4","1224","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013336"
"2009120062217","457600","454920","-1.123035","53.987127000000001","12","2","2","1","2009-04-14","3","17:25:00.0000000","189","E06000014","3","1237","6","60","1","4","3","19","0","0","1","1","1","0","0","2","1","E01013432"
"2009120064658","455030","451370","-1.162865","53.955503","12","3","2","1","2009-04-18","7","13:45:00.0000000","189","E06000014","4","1224","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013421"
"2009120065844","461000","456580","-1.0708569999999999","54.001655","12","3","2","1","2009-04-20","2","12:17:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013407"
"2009120066628","461020","448170","-1.0722309999999999","53.926074999999997","12","3","2","1","2009-04-21","3","16:34:00.0000000","189","E06000014","3","64","3","60","9","4","6","0","0","0","1","1","1","0","7","2","1","E01013365"
"2009120069743","465130","451620","-1.0089170000000001","53.956578999999998","12","3","2","1","2009-04-26","1","13:30:00.0000000","189","E06000014","3","1079","6","40","1","2","4","1228","0","0","1","1","1","0","0","2","1","E01013351"
"2009120071421","460930","455380","-1.0721639999999999","53.990879","12","3","2","1","2009-04-29","4","15:20:00.0000000","189","E06000014","6","0","6","20","2","4","6","0","0","0","1","1","1","0","0","1","1","E01013410"
"2009120072759","458690","452430","-1.106892","53.964627","12","3","3","2","2009-05-01","6","19:05:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","1","1","E01013390"
"2009120073103","458540","452510","-1.1091629999999999","53.965363000000004","12","3","2","1","2009-05-01","6","23:19:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","5","4","1","1","0","0","1","2","E01013392"
"2009120073267","455930","452400","-1.148962","53.964663000000002","12","3","2","1","2009-05-02","7","10:50:00.0000000","189","E06000014","3","1237","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120073279","465000","452670","-1.0106740000000001","53.966031000000001","12","3","2","1","2009-05-02","7","11:20:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013419"
"2009120074476","459380","454870","-1.095901","53.986476000000003","12","3","1","3","2009-05-03","1","23:20:00.0000000","189","E06000014","6","0","6","40","3","2","6","0","0","0","4","1","1","0","0","1","1","E01013431"
"2009120074685","454100","453580","-1.176644","53.975462","12","3","2","4","2009-05-04","2","12:39:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013426"
"2009120075130","459600","452710","-1.0929679999999999","53.967039999999997","12","3","2","1","2009-05-05","3","08:21:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013344"
"2009120075288","459980","445980","-1.0884959999999999","53.906514999999999","12","3","2","2","2009-05-05","3","12:20:00.0000000","189","E06000014","4","1222","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013450"
"2009120075336","459750","451420","-1.0909340000000001","53.95543","12","3","1","1","2009-05-05","3","15:35:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","5","1","1","1","0","0","1","1","E01013415"
"2009120076383","455710","453440","-1.152126","53.974032999999999","12","3","4","2","2009-05-07","5","10:48:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120077146","457470","451410","-1.125678","53.955598000000002","12","3","2","1","2009-05-08","6","15:28:00.0000000","189","E06000014","4","1224","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013336"
"2009120077183","460470","452930","-1.0796650000000001","53.968916","12","3","2","1","2009-05-08","6","15:50:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013343"
"2009120077221","462630","458610","-1.0455749999999999","54.019703","12","3","1","1","2009-05-08","6","17:10:00.0000000","189","E06000014","6","0","6","60","3","4","6","0","0","0","1","2","2","0","0","2","1","E01013436"
"2009120078293","457880","449490","-1.119794","53.938296999999999","12","3","2","2","2009-05-10","1","12:00:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","4","1","1","1","0","0","1","1","E01013353"
"2009120078330","467590","444700","-0.97296099999999996","53.894077000000003","12","3","4","2","2009-05-10","1","12:20:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013450"
"2009120078365","462180","454900","-1.053199","53.986417000000003","12","3","2","1","2009-05-10","1","13:41:00.0000000","189","E06000014","6","0","6","30","8","4","-1","-1","0","0","1","1","1","0","0","1","1","E01013411"
"2009120079441","464090","446200","-1.0258989999999999","53.908000999999999","12","2","2","2","2009-05-12","3","07:41:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013450"
"2009120079952","459640","451330","-1.0926279999999999","53.954633000000001","12","3","1","1","2009-05-13","4","07:50:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","1","E01013416"
"2009120080332","460030","451640","-1.086625","53.957374000000002","12","3","1","1","2009-05-13","4","20:50:00.0000000","189","E06000014","4","1227","6","30","3","2","6","0","0","4","4","1","1","0","0","1","1","E01013415"
"2009120080789","458950","451260","-1.1031550000000001","53.954082999999997","12","3","1","1","2009-05-14","5","18:20:00.0000000","189","E06000014","3","59","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013397"
"2009120080824","456830","451010","-1.1355040000000001","53.952072999999999","12","3","2","1","2009-05-14","5","18:45:00.0000000","189","E06000014","6","0","6","30","1","4","6","0","0","0","1","1","1","0","0","1","1","E01013442"
"2009120081070","459150","450650","-1.1002259999999999","53.948579000000002","12","3","1","1","2009-05-15","6","09:00:00.0000000","189","E06000014","3","1036","6","30","7","4","6","0","0","0","1","2","2","0","0","1","1","E01013358"
"2009120081191","459170","447590","-1.1005130000000001","53.921076999999997","12","3","1","1","2009-05-15","6","12:08:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","2","2","0","0","2","1","E01013340"
"2009120081888","456650","450450","-1.13835","53.94706","12","3","2","1","2009-05-16","7","12:50:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013446"
"2009120082657","462410","458160","-1.0490250000000001","54.015686000000002","12","3","1","2","2009-05-17","1","15:45:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","5","2","0","0","2","1","E01013436"
"2009120082915","459640","450290","-1.0928310000000001","53.945287","12","3","1","1","2009-05-18","2","08:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013412"
"2009120084091","460460","451320","-1.080136","53.954448999999997","12","3","2","1","2009-05-17","1","19:45:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013364"
"2009120084305","457880","454870","-1.1187750000000001","53.986646","12","3","2","1","2009-05-20","4","15:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013432"
"2009120085037","458160","448480","-1.115721","53.929189000000001","12","3","1","1","2009-05-21","5","19:31:00.0000000","189","E06000014","3","1036","6","30","6","2","6","0","2","4","1","1","1","0","0","1","1","E01013355"
"2009120085676","460600","453250","-1.07762","53.971777000000003","12","3","2","1","2009-05-22","6","17:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013348"
"2009120085727","459220","451230","-1.0990470000000001","53.953783000000001","12","3","2","1","2009-05-22","6","18:45:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013417"
"2009120088345","456650","451180","-1.138215","53.953620999999998","12","3","1","1","2009-05-26","3","17:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013442"
"2009120088865","463880","455320","-1.0271889999999999","53.989984999999997","12","3","2","1","2009-05-24","1","14:00:00.0000000","189","E06000014","3","1237","1","60","1","4","3","1237","0","0","1","1","1","0","0","2","2","E01013409"
"2009120089990","459650","455050","-1.0917490000000001","53.988062999999997","12","3","2","1","2009-05-29","6","12:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013431"
"2009120090174","455610","453460","-1.1536459999999999","53.974224","12","3","2","1","2009-05-29","6","16:15:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013426"
"2009120090712","462330","451290","-1.0516490000000001","53.953957000000003","12","3","2","1","2009-05-30","7","11:04:00.0000000","189","E06000014","3","1079","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013401"
"2009120091471","464860","456750","-1.0119400000000001","54.002713","12","3","2","1","2009-05-31","1","13:45:00.0000000","189","E06000014","3","64","6","60","8","4","6","0","0","0","1","1","1","0","0","2","1","E01013437"
"2009120092042","460760","451100","-1.0756079999999999","53.952435999999999","12","3","2","1","2009-06-01","2","13:20:00.0000000","189","E06000014","6","0","2","30","9","4","6","0","0","0","1","1","1","0","0","1","1","E01013363"
"2009120093208","459710","451450","-1.0915379999999999","53.955703999999997","12","3","1","1","2009-06-03","4","08:02:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","6","0","1","1","E01013415"
"2009120093227","458520","445860","-1.1107389999999999","53.905602999999999","12","2","2","2","2009-06-03","4","07:50:00.0000000","189","E06000014","6","0","6","60","6","4","6","0","0","0","1","1","1","0","0","2","1","E01013342"
"2009120093242","463170","458520","-1.037353","54.018828999999997","12","3","2","1","2009-06-03","4","09:06:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013436"
"2009120094852","460860","453420","-1.073623","53.973274000000004","12","3","2","1","2009-06-05","6","20:58:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","2","2","0","0","1","1","E01013348"
"2009120095262","461520","447750","-1.064703","53.922241","12","3","4","6","2009-06-06","7","12:40:00.0000000","189","E06000014","3","19","3","60","3","3","3","64","0","0","1","1","1","0","0","2","1","E01013450"
"2009120096387","464280","454590","-1.0212429999999999","53.983375000000002","12","3","1","1","2009-06-08","2","11:55:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013437"
"2009120097205","459560","447690","-1.0945560000000001","53.921931000000001","12","3","1","1","2009-06-09","3","17:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","2","1","E01013341"
"2009120098037","457600","454920","-1.123035","53.987127000000001","12","3","2","1","2009-06-11","5","06:50:00.0000000","189","E06000014","3","1237","1","60","1","4","3","19","0","0","1","1","2","0","0","2","1","E01013432"
"2009120098457","459430","453660","-1.095375","53.975597","12","2","2","1","2009-06-11","5","19:19:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","2","2","0","0","1","1","E01013349"
"2009120098950","459690","451730","-1.091788","53.958221999999999","12","3","2","1","2009-06-13","7","15:19:00.0000000","189","E06000014","6","0","6","30","8","4","-1","-1","0","0","1","1","1","0","0","1","1","E01013415"
"2009120100924","462030","453280","-1.0558160000000001","53.971876999999999","12","3","2","1","2009-06-15","2","10:20:00.0000000","189","E06000014","6","0","6","30","8","4","6","0","0","0","1","1","1","0","0","1","2","E01013387"
"2009120100980","465040","451700","-1.0102709999999999","53.957309000000002","12","3","2","1","2009-06-15","2","12:00:00.0000000","189","E06000014","3","166","1","60","1","4","3","1079","0","0","1","1","1","0","0","2","2","E01013351"
"2009120100986","461860","451580","-1.0587519999999999","53.956620000000001","12","3","2","1","2009-06-15","2","13:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013399"
"2009120101716","458840","451320","-1.1048199999999999","53.954635000000003","12","3","2","1","2009-06-16","3","16:00:00.0000000","189","E06000014","3","59","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","1","E01013391"
"2009120102388","460820","457560","-1.073407","54.010483000000001","12","3","2","1","2009-06-16","3","08:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013374"
"2009120102389","459010","453230","-1.1018600000000001","53.971780000000003","12","3","2","1","2009-06-17","4","20:30:00.0000000","189","E06000014","3","19","6","30","7","4","6","0","0","0","1","1","1","0","0","1","1","E01013346"
"2009120103500","460680","451240","-1.0768","53.953704000000002","12","2","2","1","2009-06-19","6","15:38:00.0000000","189","E06000014","3","1036","2","30","3","2","6","0","0","4","1","1","1","0","0","1","1","E01013364"
"2009120103602","459600","451300","-1.093243","53.954368000000002","12","3","3","1","2009-06-19","6","14:55:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","4","1","1","1","0","0","1","2","E01013416"
